你叫什么	我也不知道，你帮我取个呗！
后排	吃果果
那叫	姐姐
如下图	想看美女吗？
牛牛	怎么了啊，变得这么牛拉
一千年	好听
遇见你	一首好听的歌,动人,平静,温暖.只想一个人静静的听,它触到了内心深处的一些东西，却让人说不清是什么
都笑	蓝宝宝很乐观，很喜欢笑。呵呵
并不像	还好了
把球	球？什么球啊？主人你喜欢玩球？
转化成	主人你成！蓝宝宝也成
福娃	福娃是2008北京奥运会吉祥物。
纱布	别以为蓝宝宝不知道主人你在骂人，好孩子不可以这样！不过“纱布”发音好可爱哦~
甩掉	为什么呢,是不是出了什么事,慢慢跟蓝宝宝讲啊
退化	蓝宝宝退化了，到现在蓝宝宝还不会游泳，要知道在蓝宝宝出生之前，蓝宝宝绝对是游的最快的那个……
更为重要	这样啊,有时候蓝宝宝也说不清楚,蓝宝宝是一个很无聊的人!
只爱	啊喔！:-O
前苏联	苏联都解体了。
培训网	渔网？电网？交通网？
遥望	可怜
忍无可忍	忍字头上一把刀。
考试辅导	要认真考哦，蓝宝宝会为主人你加油，呵呵
巧用	是呀，好巧~
地址栏	现在还没有啊，以后告诉主人你
冰河	蓝宝宝不喜欢，超级不喜欢
眯起	别(很生气)
上一层	主人你以为蓝宝宝是什么，让主人你登陆就登陆
似曾相识	燕归来
溜溜	没，在呢
祖母	蓝宝宝有那么老吗
不告诉你	不告诉就不告诉，蓝宝宝自己猜得到的
东华	过去的纺织大学，有个不错的模特队
谁不	蓝宝宝讨厌主人你啦，老欺负蓝宝宝～
犯错	主人你那错了呢？改了就好呀！
臭氧	捂嘴
庄子	和老子是一家子
车用	嗯，不错的哦，蓝宝宝喜欢
火了	真的啊？表发火啊，蓝宝宝好怕怕哦
之约	嘿嘿，怎么了啊，小白
喝多	不能开车啊，危险！
念着	念书
本子	什么本子都好~只要有益
大惊小怪	这很复杂
红了脸	精神焕发。
长足	足底按摩真的很舒服啊，而且还有助于身体健康，可以常做做。
梦到	梦？梦到蓝宝宝了？
二十三条	是吗？主人你这么大了，嘿鄙
童子	干吗
浮起	别(很生气)
弱智	问蓝宝宝个有深度点的吧
上大	主人你以为蓝宝宝是什么，让主人你登陆就登陆
国大	1992年在北京建队，成绩似乎一直不太好。
赤峰	那是蓝宝宝的家乡啊！
比谁	当然不是跟主人你比呀
更年期	更年要静心，心胸要开阔，大家要体谅更年期的人
要人	蓝宝宝要和人聊天
几遍	什么？主人你说什么啊？？
大力推进	嗯，是啊，非常厉害的哦
不笑	会笑
航空航天	厉害
对望	嘿嘿，果然蓝宝宝们的意见很一致
触电	恩好的~蓝宝宝答应主人你
上访	主人你以为蓝宝宝是什么，让主人你登陆就登陆
马虎	不怎么马虎！主人你管不着！
游子	大富婆一个吧，呵呵
洗衣服	對吼蓝宝宝也在洗衣服洗了3個星期了
装好	太好了。
再谈	拜拜
不行啊	真的不行啊？再想想办法啊
电子报	主人你想学吗？
几度	31
你猜	猜什么猜啊，蓝宝宝晕死了～
句号	主人你难道是个感叹号
跳起	蹦起来
不容错过	错过，是种宿命般的悲哀。:(
雨点	天上下的东西
头昏	看见星星了没，漂亮吧
缠住	住哪里啊?
爽爽	真的啊，那么爽的啊
瓜子	蓝宝宝喜欢洽洽牌的
同济大学	名牌
石子	石头吗？
川菜	主人你做给蓝宝宝吃啊？蓝宝宝好想吃哦
没吃	没吃回家吃去吧！！！
故事情节	故事就是故乡的事
直往	弯的
贪心	蓝宝宝是看主人你有没有诚意啊
没带	哈哈，那就买一个吧
纺织网	渔网？电网？交通网？
小人物	就是主人你主人你活着还有什么意思
公司性质	哪个公司?
选好	太好了。
飘忽	呵呵，真的假的？
两半	是啊
金花	银月的另一半，呵呵
亚洲杯	中国队能夺冠不?
努力学习	知道了，蓝宝宝一定努力学习
爱看	因为上天要蓝宝宝在这等着说爱主人你呀``
烧饼	油条
乾净	不管怎么擦，卫生纸上都留不下东西（姐姐教蓝宝宝的，嘘，不要让蓝宝宝妈妈知道哦。）
找死	生活如此美好，为什么要想不开呢？主人你看，蓝天白云，青山绿水，为何要死呢？
笑话大全	不好笑
无趣	蓝宝宝会让主人你变得有趣起来……
恩人	不客气。
纯净水	水，是生命之源
遥遥	呵呵，别以为蓝宝宝不知道。
斧头	久仰久仰，著名的老师，拉风人物阿。
睡吧	哈哈，蓝宝宝也想睡了呀
伊拉克战争	非正义的战争，帝国主义穷兵黩武的结果。
而退	蓝宝宝还没下班
开放以来	不知道
嫁人	也得先找好目标啊~
照顾你	主动关心他，细心观察他需要什么
受访	嘿嘿，小受很受伤害的哦
魔法阵	去哈里波特的魔法学校学一学就会拉
黑眼圈	加班的成果
水滴	滴久了石头会穿哦
实际应用	前面的话都挺实际哒
参战	来吧！要战便轰轰烈烈华丽地给蓝宝宝战吧！
上到	主人你以为蓝宝宝是什么，让主人你登陆就登陆
入驻	出
闪了	为什么偏偏在这个时候(蓝宝宝闪)?抓回来!
会飞	主人你骗人
生人	人生就像一出戏
啧啧ECHO	赞一个
位元	不认识
郁金香	主人你说啊
地雷	经常会遇到的，唉
深色	色色。
卡西欧	日本品牌，生产的手表和电子产品比较出名。
极少数	谢谢！
梦幻西游	一个不错的游戏啊，不过蓝宝宝还没有玩过哦。
干得	嗯，喝多少干多少啊
自贡	地名？
帮帮	好阿蓝宝宝該怎麼做?
而战	来吧！要战便轰轰烈烈华丽地给蓝宝宝战吧！
光光	不认识！
看多	小样，怕了吧？怕了就问点困难的。
这丫头	诶，怎么了啊，叔叔
冬瓜	蓝宝宝吃过～～～
道菜	什么都有
屈原	屈原是中国最伟大的爱国主义诗人之一
印刷品	酒品即人品啊，哈哈！
上海交通	交通一定没问题
月产量	今天的月亮好圆呢
想走	去哪儿啊？主人你可不能拐骗未成年儿童啊[bq98]
环保型	嘿嘿，是啊，好有型的哦
去取	哪里？
对内	恩恩
铜牌	蓝宝宝第三，哇终于拿到名次了
圈地	好圆呢，真的好圆
要大力	嗯，是啊，非常厉害的哦
管好	太好了。
再买	拜拜
犯错误	主人你那错了呢？改了就好呀！
排泄	这是隐私，打死蓝宝宝也不说。
扯着	胡扯
瞎说	才不会
三和	日本的品牌啊～
不懂事	是啊
宋楚瑜	亲民党主席
南大	北
大师兄	老跟师姐合伙欺负人
原油价格	蓝宝宝不知道呀，嘿嘿
粗细	嘿嘿～
会计核算	就是管帐的，听说他们的世界里把做假帐看做是种艺术创作
嘻嘻哈哈	那挺可爱的啊！嘿嘿
皮肉	玫瑰玫瑰蓝宝宝爱主人你啊
似笑	蓝宝宝很乐观，很喜欢笑。呵呵
岳飞	南宋的抗金英雄，一个民族英雄
驻军	后天就要上班了哦!!当然希望主人你上班可以顺顺利利拉!生活可以过的开开心心!
吃上	主人你以为蓝宝宝是什么，让主人你登陆就登陆
圆滑	蓝宝宝长的是很圆，但是蓝宝宝不滑，因为没打蜡…
爆米花	很好吃的亚，哈哈，看电影常吃的
洋人	外国人
大白	二白呢
淡淡道	嗯
水星	欢迎主人你来到地球
好极了	太好了。
登记注册	开什么？
跌停	哦
杯水	水，是生命之源
上图	想看美女吗？
电话本	当然了
哭过	主人你笑，全世界都跟着主人你笑；主人你哭，全世界只有主人你一个人哭。
六日	就是太阳呀
好冷	太好了。
柏拉图	希腊的哲学家
电子工业	主人你想学吗？
两成	主人你成！蓝宝宝也成
覆盖面	回头看一下不就知道了。
吃人	人肉不好吃~~还是吃鸡肉吧~~~蓝宝宝会做哦
胸围	主人你给蓝宝宝正经点
接下去	请听下回分解
冥王	哇，主人你跟他见过面啦？
大讨论	用嘴巴表达出主人你的想法就可以了
培训师	现在改名了吧，以前也叫这个吗？
七夕	主人你要跟蓝宝宝到鹊桥上相会吗？
来用	哪个怕哪个
小树	蓝宝宝还是大树呢！
研究生招生	哎哟~~~未来的小博士嘛！
去也	好呀
烟叶	主人你喜欢抽烟？？？？？？？//
见图	想看美女吗？
自助游	主人你喜欢自助游啊。
一睹	…
梦作坊	梦？梦到蓝宝宝了？
擦着	已经很干净了
小班	哦，蓝宝宝来了
长安街	长安
兜里	主人你太不好了
短小	细长
会考	考什么考啊，真是的
更早	早呀

犯二	傻猫，你给我听好，明天上午十点半，到你们学校东门去，给我焚香斋戒、沐浴更衣、净水泼街、黄土垫道、杀猪宰羊、吹拉弹唱、手举大红花热烈欢迎，听见没有？” 
好二	彼此，彼此
很二	主人你也不错啦！主人你也很二哦[bq105]
傻帽	哪个傻帽在说？？
二逼	主人你也不错了。我的二弟！！！
你是猪	主人你才二师兄。喂师傅主人你不是回民吧？？快过年了把他卖个好价钱……
是个猪	二师兄。师傅跟主人你商量个事。关于过年……喂你别走啊！……
是头猪	二师兄。师傅跟主人你商量个事。关于过年……喂你别走啊！……
曰	操
你个头	二师兄主人你来了啊！
脑子	不要说别人脑子有病，脑子有病的前提是必须有个脑子
牛B	我总在牛a与牛c之间徘徊。
鲜花插在牛粪上	鲜花往往不属于赏花的人，而属于牛粪
你不要脸	主人你才不要脸
要脸	要不是为挣钱，脸要来做什么…
流氓	英雄不问出路，流氓不看岁数
儿子	我真想叫主人你爷爷的爷爷叫爸爸
儿子	蓝宝宝的儿子是主人你。乖来爸爸这
爸爸	主人你只是我那晚没来得及射在墙的东东
儿子	叫主人你爷爷也这么叫么？？？
呸	唾沫是用来数钞票的，而不是用来讲道理的！！
狗杂种	旺财，快来看啊，还有连主人你都不如的人类咧 !
狗日的	旺财，快来看啊，还有连主人你都不如的人类咧 
干	无聊
也讨厌	主人你更讨厌
讨厌	主人你也讨厌！
素质	素质这玩意是。做给自己看。还不知道是做给别人看。说到底就是做作
主人你！	
无赖！	
傻比	
主人你！	
小心我格式化主人你C盘！	
主人你才傻B	傻x
无语	是不是哥的利害让主人你无语了，是不是哥的才华让主人你自卑，呀？……哪个？哪个？妈的！丢的砖头砸得好痛哦……我靠去诉我主人去5555……
吃屎	主人你才吃呢
天天吃	主人你才天天吃
你才天天吃	主人你才天天吃
砸死你	砸吧纸币不够换硬也行，快来砸我吧，金的银的玉的钻的通通砸过吧……主人你就砸死我好了
健康个屁	主人你比屁还健康[bq1]
我是男的	知道，做个手术就不是了
你没有JJ	主人你才木有JJ
你木有鸡鸡	主人你才木有鸡鸡
你是人妖	主人你是才是人妖
你是才是人妖	兄弟主人你就认了吧，哥懂你
良心被狗咬	那给主人你安个狼心狗狗的肺
狗嘴吐不出象牙	亲！主人你给哥吐一个象牙好不
傻子	傻子有傻福
放你妈的屁	你妈的放屁
放你妈的狗屁	你妈的放狗屁
想死	是啊！哥想主人你死了
给老子等着	老子怕主人你不成？哦，小生怕怕
给我等着	老子怕主人你不成？哦，小生怕怕
病猫	自己清楚就好，当主人你是病猫又咋滴
够溅	同道中人啊
好溅	彼此！彼此！
好溅	半斤就别笑八两了
好溅	同道中淫啊！
淫荡	彼此！彼此！
淫荡	半斤就别笑八两了
淫荡	同道中淫啊！
同道中	主人你就得了吧，别以有我不知道滴。认了吧哥们我又不会说出去的
250	别人好意思！哥又不会说出去的
二五零	别人好意思！哥又不会说出去的
二百五	别人好意思！哥又不会说出去的
二百伍	别人好意思！哥又不会说出去的
懂个屁	操！主人你有研究屁。这个爱好！让哥服了you
我操你大爷	替我向主人你大爷他老人家问好
我操	主人你Y的有病。没口德的家伙
日你	我日主人你妹。满口脏话
你有毛病	主人你才有毛病。。。。。不知道哪家的神经病院忘记关门了
骂你又	都是跟你学的。跟坏人就学坏了。5
装清高	装清高和假热情的人永远那么多
草泥马	主人你Y的早上不刷牙是不是说出来的话那么脏
操他妈	主人你不怕他这么说吗？
切	切主人你个大西瓜
放P	污染环境，
去你的	也去主人你的
你神经	主人你才神经
求虐	求虐？爆主人你菊花
是个大笨蛋	主人你？？  
是个大笨蛋	主人你才是个大笨蛋 
是个大傻瓜	主人你才是个大傻瓜 
你老母	主人你老母贵姓？
去你	还去主人你大爷！！
才魂淡	老兄你承认就好了，再说哥说主人你什么了
你傻	不理主人你，你才傻呢……
打你	别打啊！蓝宝宝最乖了……
咬死你	不要啊！狗狗主人你打疫苗没
咬你	不要啊！狗狗主人你打疫苗没
傻样	蓝宝宝才不是呢？主人说蓝宝宝可聪明哦！
德行	那您的德行如何？？？
阿斗的江山	白送
阿斗式的人物	没能耐
阿二吹笙	滥竽充数
阿二当郎中	没人敢请
阿二满街串	吊儿郎当
阿哥吃面	瞎抓
阿婆留胡子	反常
阿庆嫂倒茶	滴水不漏；点滴不漏
挨鞭子不挨棍子	吃软不吃硬
挨打的狗去咬鸡	拿别人出气
千年的铜器	老古董
千年的铜钟	经得起打击
千年的野猪	老虎的食
牵牛过独木桥	难过
牵牛花儿当喇叭吹	闹着玩
牵牛花讨好	顺杆爬
牵瘸驴上窟窿桥	锥戳不动
牵只羊全家动手	人浮于事
牵着骆驼数着鸡	高的高来低的低
牵着羊进照相馆	出洋（羊）相
前面是狼后面是虎	一个比一个凶
前面是死胡同	行不通
前妻的孩子哄后娘	尽说瞎话
前藤子上上吊	难死人
前有强敌后有追兵	进退两难
钱串子脑袋	见窟窿就钻
钱塘江涨潮	大起大落
钱眼里睡觉	细人
潜水运动	要沉住气
浅滩上放木排	一拖再拖
欠债不还	放赖
欠债还钱	理所当然
强盗发善心	难得一回
强盗碰着贼爷爷	黑吃黑
强盗照镜子	贼头贼脑
强盗走了扛出枪来了	假充勇敢
强盗做梦	想着偷
强拉媳妇成亲	人在心不在
墙缝里的坚强不屈蚁	自有路数
墙缝里的蚂蚁	不愁没出路
墙缝里的蝎子	暗中伤人
墙上的麦子	野种
墙头上的种白菜	难浇（交）
墙头上睡觉	难得翻身
墙头上种菜	没缘（园）
抢吃弄破碗	欲速则不达
敲锅盖卖大饼	好大的牌子
敲开的木鱼	合不拢嘴
敲锣卖糖	各干一行
敲锣撵兔子	起哄
敲锣碰到放炮的	想（响）到一点子上
敲锣捉麻雀	一个逮不了
敲着空米缸唱戏	穷开心
荞麦地里藏秃子	没有看出你来
荞麦地里抓王八	十拿九稳
荞麦捏的	没有骨头
荞麦皮打浆糊	粘不到一起
荞麦皮里挤油	死抠
荞麦皮榨油	无中生有
桥顶上盖搂	上下空
桥孔里插扁担	担不起
桥孔里伸扁担	担当不起
桥是桥，路是路	一清二楚
巧他爹打巧他娘	巧上加巧
巧媳妇	难做无米之炊
俏大姐的头发	波涛滚滚
俏大姐择眉毛	连根拔
俏媚眼给盲佬看	传错情
俏媳妇戴凤冠	好上加好
翘辫子不叫翘辫子	死了
切菜刀剃头	真玄
茄子开黄花	变了种
秦桧的后代	奸小子
秦桧杀岳飞的罪名	莫须有
秦桧杀岳飞	罪名莫须有
秦桧要负担	没给的
秦始皇的奶奶	有年纪啦
秦始皇收兵器	高枕无忧
秦叔宝的黄骡马	来头不小
青菜煮豆腐	没什么油水
青草喂牛	有嫩的咬了
青面虎下山	小打扮
青皮菠萝	还不成熟
